time,open,high,low,close
2026-05-27 09:50:00,4510.04,4510.25,4507.09,4507.63
2026-05-27 09:55:00,4507.65,4509.9,4506.76,4507.68
2026-05-27 10:00:00,4507.68,4509.56,4503.73,4505.24
2026-05-27 10:05:00,4505.25,4505.8,4501.79,4503.42
2026-05-27 10:10:00,4503.42,4504.63,4501.95,4504.26
2026-05-27 10:15:00,4503.94,4505.26,4498.75,4499.78
2026-05-27 10:20:00,4499.76,4505.06,4499.0,4504.16
2026-05-27 10:25:00,4504.17,4505.85,4503.65,4505.24
2026-05-27 10:30:00,4505.25,4505.81,4503.62,4505.24
2026-05-27 10:35:00,4505.41,4506.12,4499.91,4500.37
2026-05-27 10:40:00,4500.36,4502.37,4498.47,4500.01
2026-05-27 10:45:00,4499.98,4501.89,4497.81,4501.48
2026-05-27 10:50:00,4501.49,4505.06,4501.49,4503.95
2026-05-27 10:55:00,4503.95,4507.13,4503.41,4505.46
2026-05-27 11:00:00,4505.46,4509.75,4504.85,4507.75
2026-05-27 11:05:00,4507.74,4509.36,4505.29,4509.32
2026-05-27 11:10:00,4509.32,4510.29,4507.8,4508.91
2026-05-27 11:15:00,4509.07,4511.79,4508.25,4510.66
2026-05-27 11:20:00,4510.98,4511.48,4507.88,4508.93
2026-05-27 11:25:00,4508.93,4508.94,4505.36,4506.85
2026-05-27 11:30:00,4506.85,4507.31,4504.64,4505.16
2026-05-27 11:35:00,4505.15,4505.15,4501.4,4503.06
2026-05-27 11:40:00,4503.05,4505.32,4502.47,4504.18
2026-05-27 11:45:00,4504.16,4505.61,4503.32,4504.16
2026-05-27 11:50:00,4504.0,4504.8,4501.6,4502.29
2026-05-27 11:55:00,4502.31,4502.32,4496.19,4497.17
2026-05-27 12:00:00,4497.17,4500.58,4495.62,4499.77
2026-05-27 12:05:00,4499.46,4502.42,4499.0,4501.35
2026-05-27 12:10:00,4501.33,4503.24,4500.88,4502.78
2026-05-27 12:15:00,4502.79,4503.16,4500.42,4500.68
2026-05-27 12:20:00,4500.67,4503.45,4500.49,4502.41
2026-05-27 12:25:00,4502.41,4502.42,4499.36,4499.37
2026-05-27 12:30:00,4499.28,4501.91,4497.59,4501.1
2026-05-27 12:35:00,4501.1,4503.01,4499.59,4502.57
2026-05-27 12:40:00,4502.74,4508.58,4502.22,4508.51
2026-05-27 12:45:00,4508.54,4517.13,4508.04,4516.51
2026-05-27 12:50:00,4516.51,4517.21,4511.46,4511.96
2026-05-27 12:55:00,4511.96,4512.78,4508.93,4509.89
2026-05-27 13:00:00,4509.89,4513.98,4508.09,4513.68
2026-05-27 13:05:00,4513.67,4513.74,4510.12,4511.02
2026-05-27 13:10:00,4511.02,4511.1,4508.57,4508.8
2026-05-27 13:15:00,4508.67,4509.01,4505.0,4505.2
2026-05-27 13:20:00,4505.2,4507.23,4503.81,4505.85
2026-05-27 13:25:00,4505.86,4508.15,4505.35,4507.1
2026-05-27 13:30:00,4507.1,4508.77,4493.21,4496.73
2026-05-27 13:35:00,4496.67,4500.85,4494.4,4499.5
2026-05-27 13:40:00,4499.52,4500.11,4491.67,4493.51
2026-05-27 13:45:00,4493.51,4498.05,4491.71,4497.82
2026-05-27 13:50:00,4497.78,4502.42,4496.11,4498.49
2026-05-27 13:55:00,4498.47,4499.97,4496.27,4497.29
2026-05-27 14:00:00,4497.29,4499.26,4493.49,4494.81
2026-05-27 14:05:00,4494.81,4498.99,4493.68,4497.94
2026-05-27 14:10:00,4497.62,4498.6,4493.54,4494.11
2026-05-27 14:15:00,4494.1,4495.93,4486.11,4489.2
2026-05-27 14:20:00,4489.19,4490.54,4483.21,4486.85
2026-05-27 14:25:00,4486.85,4488.91,4483.44,4486.58
2026-05-27 14:30:00,4486.56,4486.58,4479.29,4483.67
2026-05-27 14:35:00,4483.67,4485.91,4480.47,4483.44
2026-05-27 14:40:00,4483.45,4487.84,4482.08,4487.38
2026-05-27 14:45:00,4487.38,4490.03,4486.67,4487.99
2026-05-27 14:50:00,4487.99,4489.35,4486.38,4487.04
2026-05-27 14:55:00,4487.05,4487.77,4483.39,4485.32
2026-05-27 15:00:00,4485.32,4488.58,4484.9,4487.11
2026-05-27 15:05:00,4487.11,4488.51,4482.89,4484.84
2026-05-27 15:10:00,4484.86,4484.86,4479.57,4479.78
2026-05-27 15:15:00,4479.8,4485.04,4479.8,4484.19
2026-05-27 15:20:00,4483.87,4489.2,4482.65,4486.1
2026-05-27 15:25:00,4486.4,4487.2,4484.53,4486.25
2026-05-27 15:30:00,4486.24,4488.69,4484.48,4485.38
2026-05-27 15:35:00,4485.38,4486.35,4481.02,4482.78
2026-05-27 15:40:00,4482.79,4484.66,4481.86,4482.82
2026-05-27 15:45:00,4482.81,4484.0,4477.38,4479.79
2026-05-27 15:50:00,4479.58,4480.53,4475.55,4479.28
2026-05-27 15:55:00,4479.28,4482.26,4478.61,4482.05
2026-05-27 16:00:00,4481.94,4489.19,4481.03,4486.52
2026-05-27 16:05:00,4486.52,4487.61,4484.67,4485.7
2026-05-27 16:10:00,4485.97,4487.03,4483.43,4486.39
2026-05-27 16:15:00,4486.39,4490.98,4485.78,4489.89
2026-05-27 16:20:00,4489.89,4492.96,4487.18,4490.37
2026-05-27 16:25:00,4490.37,4491.06,4487.58,4488.87
2026-05-27 16:30:00,4488.87,4489.59,4485.64,4488.67
2026-05-27 16:35:00,4488.67,4492.96,4488.11,4492.53
2026-05-27 16:40:00,4492.53,4496.62,4492.41,4495.95
2026-05-27 16:45:00,4495.92,4497.34,4492.41,4496.52
2026-05-27 16:50:00,4496.51,4498.7,4495.23,4497.93
2026-05-27 16:55:00,4497.92,4498.37,4494.6,4497.57
2026-05-27 17:00:00,4497.58,4497.9,4490.79,4491.89
2026-05-27 17:05:00,4491.89,4492.79,4488.46,4489.22
2026-05-27 17:10:00,4489.22,4493.34,4489.09,4491.52
2026-05-27 17:15:00,4491.51,4495.42,4491.44,4494.32
2026-05-27 17:20:00,4494.32,4495.46,4490.55,4490.95
2026-05-27 17:25:00,4490.95,4491.99,4489.06,4490.17
2026-05-27 17:30:00,4490.18,4490.74,4486.68,4490.7
2026-05-27 17:35:00,4490.69,4492.64,4489.97,4491.2
2026-05-27 17:40:00,4491.21,4491.9,4488.06,4488.81
2026-05-27 17:45:00,4488.64,4489.98,4487.98,4489.47
2026-05-27 17:50:00,4489.47,4493.07,4489.28,4492.6
2026-05-27 17:55:00,4492.6,4493.29,4489.89,4489.92
2026-05-27 18:00:00,4489.9,4490.37,4484.83,4486.27
2026-05-27 18:05:00,4486.22,4489.01,4485.84,4487.15
2026-05-27 18:10:00,4487.15,4487.76,4484.06,4485.56
2026-05-27 18:15:00,4485.56,4486.47,4479.56,4479.85
2026-05-27 18:20:00,4479.84,4481.44,4477.77,4479.94
2026-05-27 18:25:00,4480.01,4480.07,4476.29,4476.76
2026-05-27 18:30:00,4476.76,4477.27,4472.17,4473.98
2026-05-27 18:35:00,4473.98,4475.94,4461.69,4463.68
2026-05-27 18:40:00,4463.69,4470.11,4462.59,4465.82
2026-05-27 18:45:00,4465.83,4467.14,4443.97,4448.66
2026-05-27 18:50:00,4448.66,4450.29,4442.61,4444.93
2026-05-27 18:55:00,4444.9,4450.1,4442.53,4445.84
2026-05-27 19:00:00,4445.84,4453.15,4445.22,4452.21
2026-05-27 19:05:00,4452.21,4452.53,4446.21,4449.69
2026-05-27 19:10:00,4449.71,4451.68,4443.23,4450.94
2026-05-27 19:15:00,4450.94,4452.3,4447.4,4449.24
2026-05-27 19:20:00,4449.24,4449.24,4439.96,4445.84
2026-05-27 19:25:00,4445.82,4446.27,4439.34,4440.92
2026-05-27 19:30:00,4440.92,4441.88,4431.73,4436.98
2026-05-27 19:35:00,4436.98,4441.83,4434.72,4441.18
2026-05-27 19:40:00,4441.18,4444.29,4438.22,4443.23
2026-05-27 19:45:00,4443.23,4444.82,4438.84,4439.27
2026-05-27 19:50:00,4439.27,4439.69,4433.32,4433.4
2026-05-27 19:55:00,4433.42,4434.19,4424.6,4428.69
2026-05-27 20:00:00,4428.69,4437.65,4428.16,4434.46
2026-05-27 20:05:00,4434.45,4437.66,4431.6,4433.17
2026-05-27 20:10:00,4433.14,4433.57,4428.57,4430.38
2026-05-27 20:15:00,4430.39,4453.82,4427.13,4447.48
2026-05-27 20:20:00,4447.48,4466.49,4442.03,4455.14
2026-05-27 20:25:00,4455.14,4460.74,4452.67,4454.49
2026-05-27 20:30:00,4454.49,4460.22,4445.31,4447.38
2026-05-27 20:35:00,4447.38,4453.26,4444.46,4452.33
2026-05-27 20:40:00,4452.33,4452.61,4445.81,4446.79
2026-05-27 20:45:00,4446.79,4448.25,4442.2,4445.07
2026-05-27 20:50:00,4445.07,4446.9,4441.1,4446.17
2026-05-27 20:55:00,4446.17,4446.44,4437.53,4438.42
2026-05-27 21:00:00,4438.42,4438.88,4429.56,4432.34
2026-05-27 21:05:00,4432.34,4432.43,4411.81,4414.7
2026-05-27 21:10:00,4414.7,4420.36,4410.72,4416.47
2026-05-27 21:15:00,4416.46,4421.1,4409.46,4411.23
2026-05-27 21:20:00,4411.23,4417.21,4405.68,4416.64
2026-05-27 21:25:00,4416.32,4419.42,4401.19,4404.72
2026-05-27 21:30:00,4405.08,4424.54,4404.11,4423.63
2026-05-27 21:35:00,4423.63,4425.66,4412.21,4418.15
2026-05-27 21:40:00,4418.16,4423.43,4416.26,4419.32
2026-05-27 21:45:00,4419.3,4428.69,4418.03,4420.38
2026-05-27 21:50:00,4420.37,4433.99,4419.01,4425.6
2026-05-27 21:55:00,4425.6,4428.37,4423.5,4427.02
2026-05-27 22:00:00,4427.03,4438.13,4425.98,4437.81
2026-05-27 22:05:00,4437.8,4448.24,4436.27,4444.25
2026-05-27 22:10:00,4444.25,4455.41,4442.93,4447.81
2026-05-27 22:15:00,4447.8,4452.18,4446.6,4451.21
2026-05-27 22:20:00,4451.21,4455.18,4442.44,4444.24
2026-05-27 22:25:00,4444.3,4446.3,4439.97,4445.32
2026-05-27 22:30:00,4445.3,4449.22,4435.37,4440.97
2026-05-27 22:35:00,4440.97,4445.38,4439.5,4444.21
2026-05-27 22:40:00,4444.24,4445.01,4439.82,4443.16
2026-05-27 22:45:00,4443.16,4446.26,4437.97,4437.97
2026-05-27 22:50:00,4437.96,4439.82,4436.4,4439.36
2026-05-27 22:55:00,4439.37,4439.5,4433.07,4433.75
2026-05-27 23:00:00,4433.75,4438.4,4430.01,4436.28
2026-05-27 23:05:00,4436.28,4437.15,4428.21,4429.65
2026-05-27 23:10:00,4429.65,4432.68,4427.88,4431.82
2026-05-27 23:15:00,4431.81,4433.18,4429.44,4431.02
2026-05-27 23:20:00,4431.0,4434.07,4429.59,4433.53
2026-05-27 23:25:00,4433.53,4435.92,4432.38,4435.52
2026-05-27 23:30:00,4435.52,4441.58,4435.52,4438.42
2026-05-27 23:35:00,4438.42,4440.85,4437.47,4440.85
2026-05-27 23:40:00,4440.53,4441.25,4432.6,4434.16
2026-05-27 23:45:00,4434.16,4438.85,4431.2,4432.56
2026-05-27 23:50:00,4432.58,4435.25,4430.71,4433.88
2026-05-27 23:55:00,4433.95,4437.17,4432.56,4436.2
2026-05-28 00:00:00,4436.2,4441.98,4434.6,4437.69
2026-05-28 00:05:00,4437.68,4438.15,4433.9,4436.91
2026-05-28 00:10:00,4436.91,4440.86,4436.54,4439.95
2026-05-28 00:15:00,4439.95,4443.19,4439.61,4441.59
2026-05-28 00:20:00,4441.6,4444.28,4441.53,4444.22
2026-05-28 00:25:00,4444.24,4447.63,4443.51,4446.53
2026-05-28 00:30:00,4446.85,4449.65,4444.97,4448.27
2026-05-28 00:35:00,4448.28,4450.9,4448.12,4449.84
2026-05-28 00:40:00,4449.85,4453.2,4449.41,4450.56
2026-05-28 00:45:00,4450.55,4452.76,4449.12,4452.17
2026-05-28 00:50:00,4452.16,4453.37,4449.91,4450.49
2026-05-28 00:55:00,4450.48,4451.49,4449.24,4450.48
2026-05-28 01:00:00,4450.49,4451.04,4446.69,4449.13
2026-05-28 01:05:00,4449.13,4451.69,4442.2,4442.71
2026-05-28 01:10:00,4442.72,4445.64,4441.27,4444.17
2026-05-28 01:15:00,4444.17,4447.45,4442.98,4446.89
2026-05-28 01:20:00,4446.88,4448.38,4445.62,4446.51
2026-05-28 01:25:00,4446.51,4451.26,4444.95,4449.53
2026-05-28 01:30:00,4449.54,4453.36,4449.52,4452.1
2026-05-28 01:35:00,4452.1,4454.49,4450.53,4450.65
2026-05-28 01:40:00,4450.65,4452.14,4450.1,4450.66
2026-05-28 01:45:00,4450.65,4451.85,4449.78,4450.95
2026-05-28 01:50:00,4450.95,4454.04,4450.5,4452.95
2026-05-28 01:55:00,4452.95,4454.11,4450.14,4450.4
2026-05-28 02:00:00,4450.4,4452.15,4449.09,4449.38
2026-05-28 02:05:00,4449.29,4450.15,4447.43,4448.11
2026-05-28 02:10:00,4447.79,4450.17,4447.79,4449.83
2026-05-28 02:15:00,4449.83,4453.15,4449.63,4452.53
2026-05-28 02:20:00,4452.53,4458.67,4452.31,4455.01
2026-05-28 02:25:00,4455.0,4455.95,4454.04,4455.61
2026-05-28 02:30:00,4455.6,4456.72,4452.05,4452.73
2026-05-28 02:35:00,4452.73,4453.48,4451.1,4453.15
2026-05-28 02:40:00,4453.0,4454.06,4452.66,4453.11
2026-05-28 02:45:00,4453.09,4453.68,4452.32,4453.42
2026-05-28 02:50:00,4453.42,4453.82,4452.08,4452.57
2026-05-28 02:55:00,4452.57,4455.06,4452.08,4454.41
2026-05-28 03:00:00,4454.41,4454.71,4451.65,4451.87
2026-05-28 03:05:00,4451.88,4453.31,4451.61,4452.59
2026-05-28 03:10:00,4452.58,4452.91,4450.2,4451.52
2026-05-28 03:15:00,4451.68,4452.31,4449.28,4449.94
2026-05-28 03:20:00,4449.78,4454.18,4449.63,4453.11
2026-05-28 03:25:00,4453.11,4453.28,4450.15,4450.9
2026-05-28 03:30:00,4450.89,4453.6,4449.33,4452.38
2026-05-28 03:35:00,4452.41,4454.81,4451.62,4454.65
2026-05-28 03:40:00,4454.64,4454.77,4453.02,4453.55
2026-05-28 03:45:00,4453.56,4453.7,4451.62,4452.09
2026-05-28 03:50:00,4452.09,4452.95,4450.43,4451.07
2026-05-28 03:55:00,4451.07,4451.07,4448.57,4450.98
2026-05-28 04:00:00,4450.88,4453.49,4449.92,4452.48
2026-05-28 04:05:00,4452.47,4453.47,4451.42,4452.77
2026-05-28 04:10:00,4452.74,4455.2,4452.21,4455.18
2026-05-28 04:15:00,4455.2,4458.85,4455.11,4458.02
2026-05-28 04:20:00,4458.01,4458.69,4455.77,4456.89
2026-05-28 04:25:00,4456.89,4456.9,4454.57,4454.84
2026-05-28 04:30:00,4454.84,4455.67,4454.35,4454.49
2026-05-28 04:35:00,4454.51,4454.52,4452.07,4452.3
2026-05-28 04:40:00,4452.29,4453.77,4451.45,4453.55
2026-05-28 04:45:00,4453.55,4454.58,4452.41,4454.22
2026-05-28 06:05:00,4456.35,4462.26,4455.53,4458.71
2026-05-28 06:10:00,4458.69,4460.48,4457.1,4457.93
2026-05-28 06:15:00,4457.93,4460.42,4456.49,4459.41
2026-05-28 06:20:00,4459.35,4462.01,4457.52,4460.44
2026-05-28 06:25:00,4460.45,4461.76,4459.56,4459.77
2026-05-28 06:30:00,4459.77,4460.12,4455.06,4457.13
2026-05-28 06:35:00,4457.14,4461.8,4457.03,4461.41
2026-05-28 06:40:00,4461.42,4462.36,4457.98,4458.49
2026-05-28 06:45:00,4458.48,4458.8,4456.19,4456.55
2026-05-28 06:50:00,4456.55,4458.06,4455.19,4456.64
2026-05-28 06:55:00,4456.65,4457.79,4456.37,4457.18
2026-05-28 07:00:00,4457.08,4457.78,4454.81,4456.52
2026-05-28 07:05:00,4456.52,4456.98,4451.46,4452.54
2026-05-28 07:10:00,4452.86,4454.27,4451.4,4453.57
2026-05-28 07:15:00,4453.57,4455.02,4450.88,4453.45
2026-05-28 07:20:00,4453.45,4454.78,4449.28,4451.3
2026-05-28 07:25:00,4451.28,4452.2,4449.07,4450.81
2026-05-28 07:30:00,4450.81,4451.47,4448.95,4449.74
2026-05-28 07:35:00,4449.75,4454.23,4449.45,4453.32
2026-05-28 07:40:00,4453.32,4454.12,4450.46,4450.47
2026-05-28 07:45:00,4450.47,4450.81,4446.2,4448.33
2026-05-28 07:50:00,4448.32,4449.05,4443.36,4445.99
2026-05-28 07:55:00,4445.99,4449.92,4445.46,4447.05
2026-05-28 08:00:00,4447.05,4452.68,4444.82,4449.2
2026-05-28 08:05:00,4449.2,4450.02,4445.36,4448.9
2026-05-28 08:10:00,4448.9,4450.01,4444.35,4444.78
2026-05-28 08:15:00,4444.77,4454.0,4443.8,4451.98
2026-05-28 08:20:00,4451.96,4453.58,4443.96,4445.67
2026-05-28 08:25:00,4446.0,4447.9,4443.95,4446.32
2026-05-28 08:30:00,4446.32,4450.12,4443.24,4449.23
2026-05-28 08:35:00,4449.22,4452.66,4448.74,4450.43
2026-05-28 08:40:00,4450.43,4453.25,4449.93,4451.92
2026-05-28 08:45:00,4451.91,4455.21,4451.68,4453.47
2026-05-28 08:50:00,4453.47,4454.38,4451.34,4451.34
2026-05-28 08:55:00,4451.34,4457.95,4450.42,4456.82
2026-05-28 09:00:00,4456.82,4458.71,4445.49,4445.66
2026-05-28 09:05:00,4445.66,4448.21,4442.63,4444.56
2026-05-28 09:10:00,4444.56,4446.45,4437.51,4437.96
2026-05-28 09:15:00,4437.96,4440.55,4431.53,4433.48
2026-05-28 09:20:00,4433.48,4435.12,4426.74,4431.33
2026-05-28 09:25:00,4431.3,4431.4,4417.05,4419.11
2026-05-28 09:30:00,4419.11,4425.62,4416.99,4425.33
2026-05-28 09:35:00,4425.33,4426.53,4420.55,4422.58
2026-05-28 09:40:00,4422.58,4423.12,4415.68,4417.37
2026-05-28 09:45:00,4417.66,4420.46,4416.09,4417.66
2026-05-28 09:50:00,4417.67,4419.92,4406.87,4409.43
2026-05-28 09:55:00,4409.43,4411.66,4406.76,4409.73
2026-05-28 10:00:00,4409.73,4412.68,4402.21,4404.1
2026-05-28 10:05:00,4404.11,4408.5,4402.55,4407.92
2026-05-28 10:10:00,4407.92,4408.2,4395.94,4402.78
2026-05-28 10:15:00,4402.77,4406.03,4402.11,4404.31
2026-05-28 10:20:00,4404.31,4406.16,4399.53,4405.95
2026-05-28 10:25:00,4405.96,4408.35,4405.38,4406.25
2026-05-28 10:30:00,4406.25,4410.43,4403.67,4408.71
2026-05-28 10:35:00,4408.71,4409.31,4405.5,4406.93
2026-05-28 10:40:00,4406.93,4408.5,4400.43,4402.09
2026-05-28 10:45:00,4402.09,4402.4,4393.46,4396.18
2026-05-28 10:50:00,4396.18,4398.47,4393.08,4395.19
2026-05-28 10:55:00,4395.51,4398.97,4392.09,4394.4
2026-05-28 11:00:00,4394.39,4396.48,4390.08,4395.69
2026-05-28 11:05:00,4395.69,4397.89,4393.97,4396.37
2026-05-28 11:10:00,4396.37,4397.47,4391.6,4394.23
2026-05-28 11:15:00,4394.23,4394.57,4382.89,4384.57
2026-05-28 11:20:00,4384.58,4387.9,4381.95,4386.68
2026-05-28 11:25:00,4386.68,4388.27,4383.18,4387.25
2026-05-28 11:30:00,4387.25,4387.95,4379.4,4379.7
2026-05-28 11:35:00,4379.65,4380.16,4370.9,4373.83
2026-05-28 11:40:00,4373.77,4377.9,4371.69,4376.49
2026-05-28 11:45:00,4376.49,4379.15,4372.27,4375.08
